sim_s,stage,x,y,z,yaw,odom_x,odom_y,odom_v,odom_w,margin_m,nearest_model,front_strip_range_m
29.863,route_2_to_0.8,-1.0930643285180068,-3.595127250014218e-10,0.006132867178385481,1.946090293887746e-10,5.09420080063356,2.3364833146529517e-08,0.27999999999486214,4.655773974234528e-11,0.912909283342008,entrance_curb_-0.57_-1,inf
30.067,route_2_to_0.8,-1.03594432012949,-3.548897034602871e-10,0.006132875627754922,3.2694371951295646e-10,5.1513208006324795,2.386438520568009e-08,0.2799999999948177,-1.876635048076071e-10,0.8982632992053048,entrance_curb_-0.57_-1,inf
30.287,route_2_to_0.8,-0.9743443087720765,-3.446190439220146e-10,0.006132881649126136,4.4947108425193546e-10,5.208440800631379,2.436159621529671e-08,0.27999999999486214,-3.9008223174894206e-10,0.8845599149940924,entrance_curb_-0.57_-1,inf
30.496,route_2_to_0.8,-0.9158242967318286,-3.3053696960123305e-10,0.0061328841462794745,5.492843588059048e-10,5.275080800630125,2.4935504916150078e-08,0.27999999999486214,-6.049641074828433e-10,0.8736006410475106,entrance_curb_-0.57_-1,inf
30.698,route_2_to_0.8,-0.8592642839019725,-3.070606864167897e-10,0.006132883501960478,5.990752279215317e-10,5.32268080062922,2.533961745873999e-08,0.27999999999486214,-7.270170128996993e-10,0.864954124801212,entrance_curb_-0.57_-1,inf
30.899,route_2_to_0.8,-0.8029842689005376,-2.805894397298052e-10,0.0061328799341927994,6.220898418209626e-10,5.379800800628136,2.5816812990852675e-08,0.27999999999490655,-7.750072984802707e-10,0.8582797862968852,entrance_curb_-0.57_-1,inf
31.115,route_2_to_0.8,-0.7425042542139678,-2.505275809945264e-10,0.00613287298182701,6.548562969497783e-10,5.446440800626867,2.636190981695628e-08,0.27999999999486214,-8.760017800752042e-10,0.8532801131836796,entrance_curb_-0.57_-1,inf
31.325,route_2_to_0.8,-0.6837042425722681,-2.2013699703619868e-10,0.006132863426866238,6.818638447308385e-10,5.50356080062579,2.6818157365449155e-08,0.27999999999437364,-9.466262898997466e-10,0.8505967824890741,entrance_curb_-0.57_-1,inf
31.547,route_2_to_0.8,-0.6215442339649695,-1.8693810926864532e-10,0.006132850825379058,7.055672940212814e-10,5.560680800624715,2.7263373071148253e-08,0.27999999999490655,-1.0188266001463372e-09,0.8499999998130616,entrance_curb_-0.57_-1,inf
31.764,route_2_to_0.8,-0.5607842299143602,-1.5362230393211385e-10,0.006132836686528308,7.235736198173847e-10,5.62732080062346,2.7767775663062654e-08,0.27999999999486214,-1.0911701649767507e-09,0.8499999998463774,entrance_curb_-0.57_-1,inf
31.999,route_2_to_0.8,-0.494984230907217,-1.1700517664908307e-10,0.006132820547866905,7.331869425980995e-10,5.693960800622193,2.8254924406046892e-08,0.27999999999441805,-1.148758507673436e-09,0.8500078617198026,entrance_curb_-0.57_-1,inf
32.209,route_2_to_0.8,-0.4361842384571599,-8.419510190980819e-11,0.006132818022839226,5.880055735621034e-10,5.751080800621116,2.8658079219343086e-08,0.27999999999486214,-1.0507723723387772e-09,0.8512721352574231,entrance_curb_-0.57_-1,inf
32.423,route_2_to_0.8,-0.37626424467048725,-5.890389827152788e-11,0.006132831715398797,3.460706647445028e-10,5.80820080062003,2.90496606867165e-08,0.27999999999490655,-6.414940263576065e-10,0.8547774104088302,entrance_curb_-0.57_-1,inf
32.657,route_2_to_0.8,-0.3107442459588149,-4.220602954396632e-11,0.006132847498817404,1.1842348793573826e-10,5.8748408006187685,2.9497694218703158e-08,0.27999999999486214,-2.006996719354638e-10,0.8611541640397535,entrance_curb_-0.57_-1,inf
32.881,route_2_to_0.8,-0.24802424236510287,-3.5191960656084614e-11,0.0061328608637928545,-6.731836029207986e-11,5.941480800617516,2.994235558325583e-08,0.27999999999486214,1.3308350837119617e-10,0.8697196616461333,entrance_curb_-0.57_-1,inf
33.083,route_2_to_0.8,-0.19146423570629303,-3.523590485398132e-11,0.006132870731667565,-2.1113836216792532e-10,5.9986008006164315,3.032505194146469e-08,0.27999999999486214,4.218847493575595e-10,0.8794767005807558,entrance_curb_-0.57_-1,inf
33.286,route_2_to_0.8,-0.1346242264690904,-4.045716632731402e-11,0.00613287812906179,-3.3599935149165183e-10,6.055720800615347,3.0712516614935983e-08,0.27999999999490655,6.240169671312494e-10,0.8911884278637374,entrance_curb_-0.57_-1,inf
33.496,route_2_to_0.8,-0.07582421508651059,-5.052258089647015e-11,0.006132882805886129,-4.471159392661703e-10,6.112840800614267,3.110757170401502e-08,0.27999999999486214,8.421936982930705e-10,0.9052719100937168,entrance_curb_-0.57_-1,inf
33.698,route_2_to_0.8,-0.019264203271427187,-6.43761944619677e-11,0.006132884264297949,-5.379856820807242e-10,6.16996080061319,3.1512801982816926e-08,0.27999999999486214,1.0636652848828114e-09,0.9206606196502778,entrance_curb_-0.57_-1,inf
33.914,route_2_to_0.8,0.04121581148821876,-9.063023810387164e-11,0.006132882518627065,-5.648467330034681e-10,6.227080800612114,3.193054037693647e-08,0.27999999999437364,1.2096417057980415e-09,0.9390572975227434,entrance_curb_-0.57_-1,inf
34.123,route_2_to_0.8,0.09973582685621164,-1.171162803744354e-10,0.006132877649633295,-5.94751388503886e-10,6.284200800611039,3.236243809162474e-08,0.2799999999948177,1.343727996255996e-09,0.9587080094738629,entrance_curb_-0.57_-1,inf
34.35,route_2_to_0.8,0.16329584122437857,-1.470483421298724e-10,0.0061328690485923515,-6.21415540545846e-10,6.350840800609792,3.288618429323495e-08,0.27999999999486214,1.5066084580622932e-09,0.9820396567385516,entrance_curb_-0.57_-1,inf
34.564,route_2_to_0.8,0.22321585160773985,-1.7613824552205606e-10,0.006132858178545062,-6.408440128142414e-10,6.407960800608702,3.335407389045759e-08,0.27999999999486214,1.6573122802436688e-09,1.0058590966968464,entrance_curb_-0.57_-1,inf
